,carat,cut,color,clarity,depth,table,x,y,z,carat_range,price_predicted
4256,1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,bucket_4,9155.050218514105
4257,1.66,Ideal,F,I1,62.1,58.0,7.6,7.56,4.71,bucket_4,9155.050218514105
4258,1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,bucket_4,9155.050218514105
4259,1.52,Premium,H,VS1,60.6,58.0,7.46,7.39,4.5,bucket_4,9155.050218514105
4260,1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,bucket_4,9155.050218514105
4261,1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,bucket_4,9155.050218514105
4262,1.08,Very Good,I,VS1,62.5,57.0,6.51,6.54,4.08,bucket_4,9155.050218514105
4263,1.7,Very Good,G,VS2,63.1,57.0,7.53,7.62,4.78,bucket_4,9155.050218514105
4264,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,bucket_4,9155.050218514105
4265,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,bucket_4,9155.050218514105
4266,1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,bucket_4,9155.050218514105
4267,1.06,Very Good,G,VS1,63.0,56.0,6.47,6.51,4.09,bucket_4,9155.050218514105
4268,1.23,Ideal,G,SI2,58.8,60.0,7.01,7.08,4.14,bucket_4,9155.050218514105
4269,2.01,Ideal,J,SI1,62.8,58.0,8.02,7.97,5.02,bucket_4,9155.050218514105
4270,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,bucket_4,9155.050218514105
4271,1.2,Ideal,I,VVS2,62.9,55.0,6.75,6.79,4.26,bucket_4,9155.050218514105
4272,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,bucket_4,9155.050218514105
4273,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,bucket_4,9155.050218514105
4274,1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24,bucket_4,9155.050218514105
4275,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04,bucket_4,9155.050218514105
4276,1.63,Very Good,I,SI1,61.9,60.0,7.51,7.55,4.66,bucket_4,9155.050218514105
4277,1.51,Very Good,J,VS2,60.2,59.0,7.35,7.36,4.43,bucket_4,9155.050218514105
4278,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,bucket_4,9155.050218514105
4279,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,bucket_4,9155.050218514105
4280,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,bucket_4,9155.050218514105
4281,1.57,Good,G,VS2,57.8,60.0,7.66,7.6,4.41,bucket_4,9155.050218514105
4282,1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,bucket_4,9155.050218514105
4283,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,bucket_4,9155.050218514105
4284,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,bucket_4,9155.050218514105
4285,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,bucket_4,9155.050218514105
4286,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33,bucket_4,9155.050218514105
4287,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,bucket_4,9155.050218514105
4288,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,bucket_4,9155.050218514105
4289,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,bucket_4,9155.050218514105
4290,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,bucket_4,9155.050218514105
4291,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,bucket_4,9155.050218514105
4292,1.71,Very Good,F,VS2,63.5,59.0,7.51,7.46,4.75,bucket_4,9155.050218514105
4293,1.59,Ideal,H,VS1,61.8,57.0,7.42,7.49,4.61,bucket_4,9155.050218514105
4294,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,bucket_4,9155.050218514105
4295,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,bucket_4,9155.050218514105
4296,1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,bucket_4,9155.050218514105
4297,1.07,Premium,I,I1,59.8,59.0,6.68,6.62,3.98,bucket_4,9155.050218514105
4298,1.12,Ideal,D,I1,60.6,55.0,6.73,6.76,4.09,bucket_4,9155.050218514105
4299,1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,bucket_4,9155.050218514105
4300,1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56,bucket_4,9155.050218514105
4301,2.5,Fair,G,SI2,67.0,57.0,8.36,8.29,5.58,bucket_4,9155.050218514105
4302,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,bucket_4,9155.050218514105
4303,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,bucket_4,9155.050218514105
4304,1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,bucket_4,9155.050218514105
4305,1.12,Premium,G,I1,60.3,60.0,6.75,6.69,4.05,bucket_4,9155.050218514105
4306,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,bucket_4,9155.050218514105
4307,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,bucket_4,9155.050218514105
4308,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,bucket_4,9155.050218514105
4309,1.31,Premium,I,VS2,60.4,59.0,7.16,7.05,4.29,bucket_4,9155.050218514105
4310,1.16,Premium,G,SI1,63.0,58.0,6.7,6.66,4.21,bucket_4,9155.050218514105
4311,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07,bucket_4,9155.050218514105
4312,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,bucket_4,9155.050218514105
4313,1.42,Premium,H,SI1,62.3,58.0,7.15,7.19,4.47,bucket_4,9155.050218514105
4314,1.04,Good,D,SI2,57.6,63.0,6.67,6.7,3.85,bucket_4,9155.050218514105
4315,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,bucket_4,9155.050218514105
4316,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,bucket_4,9155.050218514105
4317,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,bucket_4,9155.050218514105
4318,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,bucket_4,9155.050218514105
4319,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,bucket_4,9155.050218514105
4320,1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,bucket_4,9155.050218514105
4321,1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,bucket_4,9155.050218514105
4322,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,bucket_4,9155.050218514105
4323,1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,bucket_4,9155.050218514105
4324,1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,bucket_4,9155.050218514105
4325,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,bucket_4,9155.050218514105
4326,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,bucket_4,9155.050218514105
4327,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,bucket_4,9155.050218514105
4328,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,bucket_4,9155.050218514105
4329,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,bucket_4,9155.050218514105
4330,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,bucket_4,9155.050218514105
4331,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,bucket_4,9155.050218514105
4332,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,bucket_4,9155.050218514105
4333,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,bucket_4,9155.050218514105
4334,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,bucket_4,9155.050218514105
4335,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,bucket_4,9155.050218514105
4336,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,bucket_4,9155.050218514105
4337,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,bucket_4,9155.050218514105
4338,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,bucket_4,9155.050218514105
4339,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,bucket_4,9155.050218514105
4340,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,bucket_4,9155.050218514105
4341,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,bucket_4,9155.050218514105
4342,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,bucket_4,9155.050218514105
4343,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,bucket_4,9155.050218514105
4344,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,bucket_4,9155.050218514105
4345,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,bucket_4,9155.050218514105
4346,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,bucket_4,9155.050218514105
4347,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,bucket_4,9155.050218514105
4348,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,bucket_4,9155.050218514105
4349,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,bucket_4,9155.050218514105
4350,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,bucket_4,9155.050218514105
4351,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,bucket_4,9155.050218514105
4352,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,bucket_4,9155.050218514105
4353,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,bucket_4,9155.050218514105
4354,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,bucket_4,9155.050218514105
4355,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,bucket_4,9155.050218514105
4356,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,bucket_4,9155.050218514105
4357,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,bucket_4,9155.050218514105
4358,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,bucket_4,9155.050218514105
4359,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,bucket_4,9155.050218514105
4360,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,bucket_4,9155.050218514105
4361,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,bucket_4,9155.050218514105
4362,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,bucket_4,9155.050218514105
4363,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,bucket_4,9155.050218514105
4364,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,bucket_4,9155.050218514105
4365,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,bucket_4,9155.050218514105
4366,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,bucket_4,9155.050218514105
4367,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,bucket_4,9155.050218514105
4368,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,bucket_4,9155.050218514105
4369,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,bucket_4,9155.050218514105
4370,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,bucket_4,9155.050218514105
4371,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,bucket_4,9155.050218514105
4372,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,bucket_4,9155.050218514105
4373,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,bucket_4,9155.050218514105
4374,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,bucket_4,9155.050218514105
4375,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,bucket_4,9155.050218514105
4376,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,bucket_4,9155.050218514105
4377,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,bucket_4,9155.050218514105
4378,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,bucket_4,9155.050218514105
4379,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,bucket_4,9155.050218514105
4380,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,bucket_4,9155.050218514105
4381,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,bucket_4,9155.050218514105
4382,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,bucket_4,9155.050218514105
4383,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,bucket_4,9155.050218514105
4384,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,bucket_4,9155.050218514105
4385,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,bucket_4,9155.050218514105
4386,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,bucket_4,9155.050218514105
4387,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,bucket_4,9155.050218514105
4388,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,bucket_4,9155.050218514105
4389,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,bucket_4,9155.050218514105
4390,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,bucket_4,9155.050218514105
4391,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,bucket_4,9155.050218514105
4392,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,bucket_4,9155.050218514105
4393,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,bucket_4,9155.050218514105
4394,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,bucket_4,9155.050218514105
4395,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,bucket_4,9155.050218514105
4396,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,bucket_4,9155.050218514105
4397,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,bucket_4,9155.050218514105
4398,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,bucket_4,9155.050218514105
4399,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,bucket_4,9155.050218514105
4400,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,bucket_4,9155.050218514105
4401,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,bucket_4,9155.050218514105
4402,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,bucket_4,9155.050218514105
4403,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,bucket_4,9155.050218514105
4404,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,bucket_4,9155.050218514105
4405,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,bucket_4,9155.050218514105
4406,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,bucket_4,9155.050218514105
4407,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,bucket_4,9155.050218514105
4408,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,bucket_4,9155.050218514105
4409,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,bucket_4,9155.050218514105
4410,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,bucket_4,9155.050218514105
4411,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,bucket_4,9155.050218514105
4412,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,bucket_4,9155.050218514105
4413,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,bucket_4,9155.050218514105
4414,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,bucket_4,9155.050218514105
4415,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,bucket_4,9155.050218514105
4416,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,bucket_4,9155.050218514105
4417,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,bucket_4,9155.050218514105
4418,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,bucket_4,9155.050218514105
4419,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,bucket_4,9155.050218514105
4420,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,bucket_4,9155.050218514105
4421,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,bucket_4,9155.050218514105
4422,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,bucket_4,9155.050218514105
4423,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,bucket_4,9155.050218514105
4424,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,bucket_4,9155.050218514105
4425,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,bucket_4,9155.050218514105
4426,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,bucket_4,9155.050218514105
4427,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,bucket_4,9155.050218514105
4428,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,bucket_4,9155.050218514105
4429,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,bucket_4,9155.050218514105
4430,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,bucket_4,9155.050218514105
4431,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,bucket_4,9155.050218514105
4432,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,bucket_4,9155.050218514105
4433,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,bucket_4,9155.050218514105
4434,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,bucket_4,9155.050218514105
4435,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,bucket_4,9155.050218514105
4436,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,bucket_4,9155.050218514105
4437,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,bucket_4,9155.050218514105
4438,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,bucket_4,9155.050218514105
4439,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,bucket_4,9155.050218514105
4440,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,bucket_4,9155.050218514105
4441,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,bucket_4,9155.050218514105
4442,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,bucket_4,9155.050218514105
4443,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,bucket_4,9155.050218514105
4444,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,bucket_4,9155.050218514105
4445,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,bucket_4,9155.050218514105
4446,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,bucket_4,9155.050218514105
4447,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,bucket_4,9155.050218514105
4448,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,bucket_4,9155.050218514105
4449,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,bucket_4,9155.050218514105
4450,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,bucket_4,9155.050218514105
4451,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,bucket_4,9155.050218514105
4452,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,bucket_4,9155.050218514105
4453,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,bucket_4,9155.050218514105
4454,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,bucket_4,9155.050218514105
4455,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,bucket_4,9155.050218514105
4456,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,bucket_4,9155.050218514105
4457,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,bucket_4,9155.050218514105
4458,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,bucket_4,9155.050218514105
4459,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,bucket_4,9155.050218514105
4460,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,bucket_4,9155.050218514105
4461,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,bucket_4,9155.050218514105
4462,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,bucket_4,9155.050218514105
4463,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,bucket_4,9155.050218514105
4464,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,bucket_4,9155.050218514105
4465,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,bucket_4,9155.050218514105
4466,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,bucket_4,9155.050218514105
4467,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,bucket_4,9155.050218514105
4468,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,bucket_4,9155.050218514105
4469,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,bucket_4,9155.050218514105
4470,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,bucket_4,9155.050218514105
4471,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,bucket_4,9155.050218514105
4472,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,bucket_4,9155.050218514105
4473,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,bucket_4,9155.050218514105
4474,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,bucket_4,9155.050218514105
4475,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,bucket_4,9155.050218514105
4476,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,bucket_4,9155.050218514105
4477,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,bucket_4,9155.050218514105
4478,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,bucket_4,9155.050218514105
4479,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,bucket_4,9155.050218514105
4480,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,bucket_4,9155.050218514105
4481,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,bucket_4,9155.050218514105
4482,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,bucket_4,9155.050218514105
4483,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,bucket_4,9155.050218514105
4484,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,bucket_4,9155.050218514105
4485,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,bucket_4,9155.050218514105
4486,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,bucket_4,9155.050218514105
4487,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,bucket_4,9155.050218514105
4488,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,bucket_4,9155.050218514105
4489,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,bucket_4,9155.050218514105
4490,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,bucket_4,9155.050218514105
4491,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,bucket_4,9155.050218514105
4492,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,bucket_4,9155.050218514105
4493,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,bucket_4,9155.050218514105
4494,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,bucket_4,9155.050218514105
4495,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,bucket_4,9155.050218514105
4496,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,bucket_4,9155.050218514105
4497,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,bucket_4,9155.050218514105
4498,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,bucket_4,9155.050218514105
4499,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,bucket_4,9155.050218514105
4500,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,bucket_4,9155.050218514105
4501,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,bucket_4,9155.050218514105
4502,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,bucket_4,9155.050218514105
4503,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,bucket_4,9155.050218514105
4504,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,bucket_4,9155.050218514105
4505,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,bucket_4,9155.050218514105
4506,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,bucket_4,9155.050218514105
4507,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,bucket_4,9155.050218514105
4508,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,bucket_4,9155.050218514105
4509,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,bucket_4,9155.050218514105
4510,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,bucket_4,9155.050218514105
4511,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,bucket_4,9155.050218514105
4512,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,bucket_4,9155.050218514105
4513,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,bucket_4,9155.050218514105
4514,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,bucket_4,9155.050218514105
4515,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,bucket_4,9155.050218514105
4516,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,bucket_4,9155.050218514105
4517,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,bucket_4,9155.050218514105
4518,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,bucket_4,9155.050218514105
4519,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,bucket_4,9155.050218514105
4520,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,bucket_4,9155.050218514105
4521,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,bucket_4,9155.050218514105
4522,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,bucket_4,9155.050218514105
4523,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,bucket_4,9155.050218514105
4524,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,bucket_4,9155.050218514105
4525,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,bucket_4,9155.050218514105
4526,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,bucket_4,9155.050218514105
